,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
0,0,0,Bayern Munich,Manuel Neuer,Dante,Robert Lewandowski,Arjen Robben,Gianluca Gaudino,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,David Alaba,Holger Badstuber,Wolfsburg,Max Grün,Vieirinha,Aaron Hunt,Ivica Olić,Kevin De Bruyne,Luiz Gustavo,Josuha Guilavogui,Sebastian Jung,Naldo,Robin Knoche,Ricardo Rodríguez,2,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.25
1,1,1,Hoffenheim,Oliver Baumann,Andreas Beck,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tarik Elyounoussi,Kim Jin-su,Niklas Süle,Ádám Szalai,Kevin Volland,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Markus Feulner,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Tim Matavž,Caiuby,2,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.6,1.91
2,2,2,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Edgar Prib,Manuel Schmiedebach,Joselu,Christian Schulz,Christian Pander,Marcelo,Leonardo Bittencourt,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Sead Kolašinac,Kevin-Prince Boateng,Julian Draxler,Eric Maxim Choupo-Moting,Sidney Sam,Kaan Ayhan,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,2,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.5,2.9
3,3,3,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Marcel Risse,Adam Matuszczyk,Anthony Ujah,Yuya Osako,Jonas Hector,Daniel Halfar,Kevin Wimmer,Matthias Lehmann,Hamburger SV,René Adler,Dennis Diekmeier,Heiko Westermann,Johan Djourou,Marcell Jansen,Tolgay Arslan,Pierre-Michel Lasogga,Ivo Iličević,Milan Badelj,Valon Behrami,Rafael van der Vaart,0,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.5,2.0
4,4,4,Eint Frankfurt,Kevin Trapp,Marco Russ,Takashi Inui,Haris Seferović,Nelson Valdez,Martin Lanig,Constant Djakpa,Lucas Piazon,Makoto Hasebe,Anderson Bamba,Aleksandar Ignjovski,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Mike Frantz,Admir Mehmedi,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Oliver Sorg,Christian Günter,Karim Guédé,1,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.4,2.05
5,5,5,Hertha BSC,Thomas Kraft,Peter Pekarík,John Heitinga,Hajime Hosogai,Ronny,Sebastian Langkamp,Julian Schieber,Peter Niemeyer,Genki Haraguchi,Nico Schulz,Roy Beerens,Werder Bremen,Raphael Wolf,Santiago García,Luca Caldirola,Assani Lukimya-Mulongoti,Cédric Makiadi,Clemens Fritz,Franco Di Santo,Eljero Elia,Izet Hajrović,Zlatko Junuzović,Felix Kroos,2,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.5,1.95
6,6,6,Dortmund,Mitchell Langerak,Sebastian Kehl,Ciro Immobile,Henrikh Mkhitaryan,Marco Reus,Miloš Jojić,Pierre-Emerick Aubameyang,Sokratis Papastathopoulos,Łukasz Piszczek,Matthias Ginter,Erik Durm,Leverkusen,Bernd Leno,Emir Spahić,Simon Rolfes,Son Heung-min,Hakan Çalhanoğlu,Stefan Kießling,Tin Jedvaj,Sebastian Boenisch,Ömer Toprak,Gonzalo Castro,Karim Bellarabi,0,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.33,1.57
7,7,7,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Patrick Ziegler,Marvin Bakalorz,Jens Wemmer,Mario Vrančić,Stefan Kutschke,Moritz Stoppelkamp,Elias Kachunga,Daniel Brückner,Süleyman Koç,Mainz 05,Loris Karius,Nikolče Noveski,Johannes Geis,Filip Đuričić,Koo Ja-cheol,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Shinji Okazaki,Park Joo-ho,Niko Bungert,2,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.4,3.1
8,8,8,Gladbach,Yann Sommer,Raffael,Álvaro Domínguez,Ibrahima Traoré,Håvard Nordtveit,Tony Jantschke,Julian Korb,André Hahn,Branimir Hrgota,Granit Xhaka,Martin Stranzl,Stuttgart,Sven Ulreich,Gōtoku Sakai,Daniel Schwaab,Martin Harnik,Vedad Ibišević,Daniel Didavi,Oriol Romeu,Florian Klein,Christian Gentner,Antonio Rüdiger,Alexandru Maxim,1,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.5,1.95
9,9,9,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Markus Feulner,Shawn Parker,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Nikola Đurđić,Dortmund,Roman Weidenfeller,Neven Subotić,Sebastian Kehl,Henrikh Mkhitaryan,Marco Reus,Miloš Jojić,Pierre-Emerick Aubameyang,Kevin Großkreutz,Sokratis Papastathopoulos,Łukasz Piszczek,Erik Durm,2,3,Matchweek 2,2,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.73,3.75,4.5
10,10,10,Wolfsburg,Max Grün,Vieirinha,Ivica Olić,Kevin De Bruyne,Luiz Gustavo,Josuha Guilavogui,Sebastian Jung,Naldo,Maximilian Arnold,Robin Knoche,Ricardo Rodríguez,Eint Frankfurt,Kevin Trapp,Marco Russ,Carlos Zambrano,Takashi Inui,Haris Seferović,Nelson Valdez,Constant Djakpa,Lucas Piazon,Makoto Hasebe,Anderson Bamba,Aleksandar Ignjovski,2,2,Matchweek 2,2,-1.0,1.0,-1.0,1.0,0.0,3.0,0.0,3.0,5.0,4.33,1.57
11,11,11,Hamburger SV,René Adler,Dennis Diekmeier,Heiko Westermann,Johan Djourou,Marcell Jansen,Tolgay Arslan,Pierre-Michel Lasogga,Ivo Iličević,Milan Badelj,Valon Behrami,Rafael van der Vaart,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Patrick Ziegler,Marvin Bakalorz,Jens Wemmer,Mario Vrančić,Moritz Stoppelkamp,Christian Strohdiek,Elias Kachunga,Daniel Brückner,Süleyman Koç,0,3,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3.8,1.67
12,12,12,Stuttgart,Sven Ulreich,Gōtoku Sakai,Daniel Schwaab,Martin Harnik,Vedad Ibišević,Daniel Didavi,Oriol Romeu,Florian Klein,Christian Gentner,Antonio Rüdiger,Alexandru Maxim,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Yuya Osako,Jonas Hector,Daniel Halfar,Kevin Wimmer,Matthias Lehmann,0,2,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.6,3.5,2.0
13,13,13,Leverkusen,Bernd Leno,Emir Spahić,Simon Rolfes,Son Heung-min,Hakan Çalhanoğlu,Stefan Kießling,Tin Jedvaj,Sebastian Boenisch,Ömer Toprak,Gonzalo Castro,Karim Bellarabi,Hertha BSC,Rune Jarstein,John Heitinga,Hajime Hosogai,Marcel Ndjeng,Julian Schieber,Peter Niemeyer,Johannes van den Bergh,John Brooks,Nico Schulz,Roy Beerens,Fabian Lustenberger,4,2,Matchweek 2,2,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,6.5,4.5,1.44
14,14,14,Werder Bremen,Raphael Wolf,Santiago García,Álex Gálvez,Assani Lukimya-Mulongoti,Clemens Fritz,Franco Di Santo,Eljero Elia,Izet Hajrović,Sebastian Prödl,Zlatko Junuzović,Davie Selke,Hoffenheim,Oliver Baumann,Andreas Beck,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Tarik Elyounoussi,Niklas Süle,Ádám Szalai,Kevin Volland,1,1,Matchweek 2,2,0.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,2.15,3.5,3.2
15,15,15,Schalke 04,Ralf Fährmann,Jan Kirchhoff,Benedikt Höwedes,Felipe Santana,Max Meyer,Julian Draxler,Marco Höger,Eric Maxim Choupo-Moting,Sidney Sam,Kaan Ayhan,Joël Matip,Bayern Munich,Manuel Neuer,Robert Lewandowski,Xherdan Shaqiri,Xabi Alonso,Jérôme Boateng,Mario Götze,Sebastian Rode,Philipp Lahm,Thomas Müller,David Alaba,Holger Badstuber,1,1,Matchweek 2,2,-1.0,1.0,-1.0,1.0,0.0,3.0,0.0,3.0,1.44,4.75,6.0
16,16,16,Mainz 05,Loris Karius,Johannes Geis,Christoph Moritz,Yunus Mallı,Koo Ja-cheol,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Shinji Okazaki,Niko Bungert,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Manuel Schmiedebach,Joselu,Christian Schulz,Christian Pander,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,0,0,Matchweek 2,2,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.3,3.3,2.2
17,17,17,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Dani Schahin,Admir Mehmedi,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Oliver Sorg,Christian Günter,Felix Klaus,Gladbach,Yann Sommer,Raffael,Ibrahima Traoré,Oscar Wendt,Christoph Kramer,Tony Jantschke,Julian Korb,André Hahn,Branimir Hrgota,Granit Xhaka,Martin Stranzl,0,0,Matchweek 2,2,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,2.38,3.4,2.88
18,18,18,Leverkusen,Bernd Leno,Emir Spahić,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Levin Öztunalı,Tin Jedvaj,Sebastian Boenisch,Ömer Toprak,Gonzalo Castro,Karim Bellarabi,Werder Bremen,Raphael Wolf,Santiago García,Álex Gálvez,Assani Lukimya-Mulongoti,Clemens Fritz,Franco Di Santo,Eljero Elia,Sebastian Prödl,Zlatko Junuzović,Fin Bartels,Davie Selke,3,3,Matchweek 3,3,4.0,0.0,4.0,0.0,6.0,2.0,6.0,2.0,9.0,5.5,1.3
19,19,19,Bayern Munich,Manuel Neuer,Dante,Robert Lewandowski,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,David Alaba,Holger Badstuber,Stuttgart,Sven Ulreich,Gōtoku Sakai,Daniel Schwaab,Martin Harnik,Moritz Leitner,Vedad Ibišević,Oriol Romeu,Florian Klein,Timo Werner,Christian Gentner,Antonio Rüdiger,2,0,Matchweek 3,3,1.0,-2.0,1.0,-2.0,4.0,1.0,4.0,1.0,15.0,7.5,1.17
20,20,20,Hertha BSC,Thomas Kraft,Per Ciljan Skjelbred,Marcel Ndjeng,Jens Hegeler,Julian Schieber,Peter Niemeyer,Johannes van den Bergh,John Brooks,Nico Schulz,Roy Beerens,Fabian Lustenberger,Mainz 05,Loris Karius,Johannes Geis,Sami Allagui,Koo Ja-cheol,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Shinji Okazaki,Niko Bungert,Jonas Hofmann,1,3,Matchweek 3,3,-2.0,0.0,-2.0,0.0,1.0,2.0,1.0,2.0,3.2,3.3,2.25
21,21,21,Hoffenheim,Oliver Baumann,Andreas Beck,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Sejad Salihović,Niklas Süle,Anthony Modeste,Ádám Szalai,Wolfsburg,Diego Benaglio,Daniel Caligiuri,Ivica Olić,Kevin De Bruyne,Junior Malanda,Luiz Gustavo,Sebastian Jung,Naldo,Maximilian Arnold,Robin Knoche,Ricardo Rodríguez,1,1,Matchweek 3,3,2.0,-1.0,2.0,-1.0,4.0,1.0,4.0,1.0,2.75,3.5,2.4
22,22,22,Dortmund,Roman Weidenfeller,Neven Subotić,Sebastian Kehl,Henrikh Mkhitaryan,Miloš Jojić,Kevin Großkreutz,Adrián Ramos,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Erik Durm,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Admir Mehmedi,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Oliver Sorg,Nicolas Höfler,Christian Günter,Felix Klaus,3,1,Matchweek 3,3,-1.0,-1.0,-1.0,-1.0,3.0,1.0,3.0,1.0,10.0,6.0,1.25
23,23,23,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Lukas Rupp,Patrick Ziegler,Marvin Bakalorz,Jens Wemmer,Mario Vrančić,Moritz Stoppelkamp,Christian Strohdiek,Elias Kachunga,Daniel Brückner,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Jonas Hector,Daniel Halfar,Simon Zoller,Kevin Wimmer,Matthias Lehmann,0,0,Matchweek 3,3,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.45,3.2,2.9
24,24,24,Gladbach,Yann Sommer,Max Kruse,Raffael,Álvaro Domínguez,Oscar Wendt,Fabian Johnson,Christoph Kramer,Tony Jantschke,André Hahn,Granit Xhaka,Martin Stranzl,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Kevin-Prince Boateng,Christian Clemens,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Sidney Sam,Christian Fuchs,Kaan Ayhan,Roman Neustädter,4,1,Matchweek 3,3,0.0,-1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.8,3.4,2.4
25,25,25,Eint Frankfurt,Kevin Trapp,Marco Russ,Carlos Zambrano,Takashi Inui,Haris Seferović,Václav Kadlec,Constant Djakpa,Lucas Piazon,Makoto Hasebe,Anderson Bamba,Aleksandar Ignjovski,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Dominik Kohr,Raúl Bobadilla,Sascha Mölders,0,1,Matchweek 3,3,1.0,-3.0,1.0,-3.0,4.0,0.0,4.0,0.0,3.2,3.3,2.25
26,26,26,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Manuel Schmiedebach,Artur Sobiech,Joselu,Christian Schulz,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,Hamburger SV,Jaroslav Drobný,Dennis Diekmeier,Cléber,Johan Djourou,Lewis Holtby,Pierre-Michel Lasogga,Zoltán Stieber,Valon Behrami,Matthias Ostrzolek,Nicolai Müller,Julian Green,2,0,Matchweek 3,3,1.0,-3.0,1.0,-3.0,4.0,1.0,4.0,1.0,3.2,3.4,2.2
27,27,27,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Oliver Sorg,Maximilian Philipp,Christian Günter,Karim Guédé,Felix Klaus,Hertha BSC,Thomas Kraft,Peter Pekarík,Hajime Hosogai,Ronny,Jens Hegeler,Julian Schieber,Genki Haraguchi,John Brooks,Nico Schulz,Roy Beerens,Fabian Lustenberger,2,2,Matchweek 4,4,-3.0,-4.0,-3.0,-4.0,1.0,1.0,1.0,1.0,2.8,3.3,2.5
28,28,28,Stuttgart,Sven Ulreich,Gōtoku Sakai,Daniel Schwaab,Martin Harnik,Moritz Leitner,Daniel Didavi,Oriol Romeu,Florian Klein,Timo Werner,Christian Gentner,Antonio Rüdiger,Hoffenheim,Oliver Baumann,Andreas Beck,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Tarik Elyounoussi,Pirmin Schwegler,Steven Zuber,Niklas Süle,Anthony Modeste,0,2,Matchweek 4,4,-4.0,2.0,-4.0,2.0,1.0,5.0,1.0,5.0,2.7,3.4,2.5
29,29,29,Schalke 04,Ralf Fährmann,Max Meyer,Kevin-Prince Boateng,Julian Draxler,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Christian Fuchs,Kaan Ayhan,Klaas-Jan Huntelaar,Roman Neustädter,Eint Frankfurt,Kevin Trapp,Marco Russ,Carlos Zambrano,Takashi Inui,Haris Seferović,Alexander Meier,Constant Djakpa,Makoto Hasebe,Timothy Chandler,Slobodan Medojević,Aleksandar Ignjovski,2,2,Matchweek 4,4,-4.0,0.0,-4.0,0.0,1.0,4.0,1.0,4.0,4.5,3.8,1.73
30,30,30,Hamburger SV,Jaroslav Drobný,Dennis Diekmeier,Heiko Westermann,Johan Djourou,Lewis Holtby,Tolgay Arslan,Pierre-Michel Lasogga,Zoltán Stieber,Valon Behrami,Matthias Ostrzolek,Nicolai Müller,Bayern Munich,Manuel Neuer,Dante,Xherdan Shaqiri,Rafinha,Claudio Pizarro,Jérôme Boateng,Juan Bernat,Philipp Lahm,Thomas Müller,David Alaba,Pierre Højbjerg,0,0,Matchweek 4,4,-5.0,3.0,-5.0,3.0,1.0,7.0,1.0,7.0,1.25,6.0,10.0
31,31,31,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Patrick Ziegler,Jens Wemmer,Mario Vrančić,Moritz Stoppelkamp,Christian Strohdiek,Elias Kachunga,Daniel Brückner,Michael Heinloth,Süleyman Koç,Hannover 96,Ron-Robert Zieler,Hiroki Sakai,Ceyhun Gülselam,Manuel Schmiedebach,Artur Sobiech,Joselu,Christian Schulz,Christian Pander,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,2,0,Matchweek 4,4,3.0,3.0,3.0,3.0,5.0,7.0,5.0,7.0,2.5,3.25,2.8
32,32,32,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Dominik Kohr,Raúl Bobadilla,Sascha Mölders,Werder Bremen,Raphael Wolf,Santiago García,Álex Gálvez,Assani Lukimya-Mulongoti,Clemens Fritz,Franco Di Santo,Eljero Elia,Sebastian Prödl,Zlatko Junuzović,Fin Bartels,Davie Selke,4,2,Matchweek 4,4,-2.0,0.0,-2.0,0.0,3.0,3.0,3.0,3.0,3.8,3.6,1.91
33,33,33,Mainz 05,Loris Karius,Gonzalo Jara,Johannes Geis,Christoph Moritz,Sami Allagui,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Shinji Okazaki,Jonas Hofmann,Dortmund,Roman Weidenfeller,Sven Bender,Miloš Jojić,Pierre-Emerick Aubameyang,Kevin Großkreutz,Adrián Ramos,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Matthias Ginter,Erik Durm,2,0,Matchweek 4,4,2.0,1.0,2.0,1.0,5.0,6.0,5.0,6.0,1.57,4.33,5.0
34,34,34,Wolfsburg,Diego Benaglio,Nicklas Bendtner,Daniel Caligiuri,Vieirinha,Kevin De Bruyne,Junior Malanda,Luiz Gustavo,Sebastian Jung,Naldo,Robin Knoche,Ricardo Rodríguez,Leverkusen,Bernd Leno,Emir Spahić,Lars Bender,Josip Drmić,Hakan Çalhanoğlu,Levin Öztunalı,Tin Jedvaj,Wendell,Giulio Donati,Gonzalo Castro,Karim Bellarabi,4,1,Matchweek 4,4,-1.0,4.0,-1.0,4.0,2.0,7.0,2.0,7.0,2.4,3.5,2.8
35,35,35,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Yuya Osako,Jonas Hector,Paweł Olkowski,Kevin Wimmer,Matthias Lehmann,Gladbach,Yann Sommer,Max Kruse,Raffael,Oscar Wendt,Fabian Johnson,Christoph Kramer,Tony Jantschke,Julian Korb,André Hahn,Granit Xhaka,Martin Stranzl,0,0,Matchweek 4,4,2.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,2.5,3.3,2.75
36,36,36,Eint Frankfurt,Kevin Trapp,Marco Russ,Carlos Zambrano,Bastian Oczipka,Takashi Inui,Haris Seferović,Alexander Meier,Lucas Piazon,Makoto Hasebe,Timothy Chandler,Aleksandar Ignjovski,Mainz 05,Loris Karius,Johannes Geis,Filip Đuričić,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Shinji Okazaki,Niko Bungert,Jonas Hofmann,2,2,Matchweek 5,5,0.0,4.0,0.0,4.0,5.0,8.0,5.0,8.0,2.9,3.3,2.38
37,37,37,Bayern Munich,Manuel Neuer,Dante,Robert Lewandowski,Arjen Robben,Xabi Alonso,Jérôme Boateng,Mario Götze,Sebastian Rode,Philipp Lahm,Thomas Müller,David Alaba,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Lukas Rupp,Patrick Ziegler,Jens Wemmer,Moritz Stoppelkamp,Christian Strohdiek,Elias Kachunga,Daniel Brückner,Michael Heinloth,Idir Ouali,4,0,Matchweek 5,5,3.0,5.0,3.0,5.0,8.0,8.0,8.0,8.0,21.0,9.0,1.11
38,38,38,Werder Bremen,Raphael Wolf,Santiago García,Luca Caldirola,Álex Gálvez,Assani Lukimya-Mulongoti,Franco Di Santo,Eljero Elia,Zlatko Junuzović,Fin Bartels,Davie Selke,Marnon Busch,Schalke 04,Ralf Fährmann,Max Meyer,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Sidney Sam,Atsuto Uchida,Christian Fuchs,Kaan Ayhan,Klaas-Jan Huntelaar,Roman Neustädter,0,3,Matchweek 5,5,-2.0,-4.0,-2.0,-4.0,3.0,2.0,3.0,2.0,2.4,3.4,2.8
39,39,39,Hoffenheim,Oliver Baumann,Andreas Beck,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Tarik Elyounoussi,Niklas Süle,Ádám Szalai,Jannik Vestergaard,Kevin Volland,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Mike Frantz,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Mensur Mujdža,Maximilian Philipp,Christian Günter,Felix Klaus,3,3,Matchweek 5,5,4.0,-3.0,4.0,-3.0,8.0,2.0,8.0,2.0,5.25,4.0,1.62
40,40,40,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,John Heitinga,Hajime Hosogai,Salomon Kalou,Marcel Ndjeng,Ronny,Genki Haraguchi,Roy Beerens,Fabian Lustenberger,Wolfsburg,Diego Benaglio,Nicklas Bendtner,Timm Klose,Vieirinha,Ivica Olić,Kevin De Bruyne,Junior Malanda,Luiz Gustavo,Sebastian Jung,Naldo,Ricardo Rodríguez,1,0,Matchweek 5,5,-4.0,2.0,-4.0,2.0,2.0,5.0,2.0,5.0,2.25,3.5,3.0
41,41,41,Leverkusen,Bernd Leno,Stefan Reinartz,Emir Spahić,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Tin Jedvaj,Sebastian Boenisch,Karim Bellarabi,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Dominik Kohr,Raúl Bobadilla,Sascha Mölders,1,0,Matchweek 5,5,1.0,0.0,1.0,0.0,7.0,6.0,7.0,6.0,5.25,4.2,1.57
42,42,42,Dortmund,Roman Weidenfeller,Neven Subotić,Sven Bender,Ciro Immobile,Miloš Jojić,Pierre-Emerick Aubameyang,Kevin Großkreutz,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Marcel Schmelzer,Stuttgart,Sven Ulreich,Gōtoku Sakai,Daniel Schwaab,Moritz Leitner,Daniel Didavi,Carlos Gruezo,Oriol Romeu,Florian Klein,Timo Werner,Christian Gentner,Antonio Rüdiger,2,2,Matchweek 5,5,-1.0,-6.0,-1.0,-6.0,6.0,1.0,6.0,1.0,7.5,5.0,1.36
43,43,43,Gladbach,Yann Sommer,Max Kruse,Thorgan Hazard,Raffael,Álvaro Domínguez,Christoph Kramer,Tony Jantschke,Julian Korb,André Hahn,Granit Xhaka,Martin Stranzl,Hamburger SV,Jaroslav Drobný,Dennis Diekmeier,Heiko Westermann,Johan Djourou,Lewis Holtby,Tolgay Arslan,Pierre-Michel Lasogga,Zoltán Stieber,Valon Behrami,Matthias Ostrzolek,Nicolai Müller,1,0,Matchweek 5,5,3.0,-5.0,3.0,-5.0,6.0,2.0,6.0,2.0,4.75,4.0,1.65
44,44,44,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Ceyhun Gülselam,Joselu,Christian Schulz,Jimmy Briand,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Yuya Osako,Jonas Hector,Sławomir Peszko,Daniel Halfar,Kevin Wimmer,Matthias Lehmann,1,0,Matchweek 5,5,1.0,2.0,1.0,2.0,7.0,6.0,7.0,6.0,3.25,3.4,2.15
45,45,45,Mainz 05,Loris Karius,Johannes Geis,Christoph Moritz,Sami Allagui,Filip Đuričić,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Niko Bungert,Jonas Hofmann,Hoffenheim,Oliver Baumann,Andreas Beck,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Tarik Elyounoussi,Pirmin Schwegler,Niklas Süle,Anthony Modeste,Kevin Volland,0,0,Matchweek 6,6,4.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,2.8,3.4,2.4
46,46,46,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Adam Matuszczyk,Anthony Ujah,Jonas Hector,Paweł Olkowski,Daniel Halfar,Kevin Wimmer,Yannick Gerhardt,Matthias Lehmann,Bayern Munich,Manuel Neuer,Robert Lewandowski,Arjen Robben,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,David Alaba,0,2,Matchweek 6,6,1.0,7.0,1.0,6.0,6.0,11.0,6.0,11.0,1.36,5.0,7.5
47,47,47,Schalke 04,Ralf Fährmann,Max Meyer,Kevin-Prince Boateng,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Sidney Sam,Atsuto Uchida,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,Dortmund,Roman Weidenfeller,Neven Subotić,Sven Bender,Ciro Immobile,Mats Hummels,Pierre-Emerick Aubameyang,Kevin Großkreutz,Adrián Ramos,Łukasz Piszczek,Matthias Ginter,Erik Durm,2,1,Matchweek 6,6,-1.0,-1.0,0.0,1.0,5.0,7.0,5.0,7.0,2.05,3.6,3.4
