,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form
249,249,Hamburger SV,René Adler,Cléber,Heiko Westermann,Johan Djourou,Ivica Olić,Lewis Holtby,Pierre-Michel Lasogga,Marcelo Díaz,Valon Behrami,Matthias Ostrzolek,Rafael van der Vaart,Wolfsburg,Diego Benaglio,Daniel Caligiuri,Vieirinha,Ivan Perišić,Bas Dost,Kevin De Bruyne,Josuha Guilavogui,Naldo,Maximilian Arnold,Robin Knoche,Ricardo Rodríguez,0,2,Matchweek 28,28,-25.0,30.0,-8.0,4.0,25.0,57.0,1.0,10.0
250,250,Köln,Timo Horn,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Yuya Osako,Jonas Hector,Paweł Olkowski,Kazuki Nagasawa,Kevin Wimmer,Matthias Lehmann,Hoffenheim,Oliver Baumann,Andreas Beck,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Sven Schipplock,Roberto Firmino,Tobias Strobl,Nadiem Amiri,Kim Jin-su,Kevin Volland,3,2,Matchweek 28,28,-7.0,-1.0,1.0,-2.0,30.0,37.0,5.0,7.0
251,251,Stuttgart,Sven Ulreich,Georg Niedermeier,Martin Harnik,Florian Klein,Filip Kostić,Christian Gentner,Adam Hloušek,Antonio Rüdiger,Serey Die,Daniel Ginczek,Alexandru Maxim,Werder Bremen,Raphael Wolf,Assani Lukimya-Mulongoti,Jannik Vestergaard,Clemens Fritz,Franco Di Santo,Zlatko Junuzović,Levent Ayçiçek,Fin Bartels,Theodor Gebre Selassie,Janek Sternberg,Philipp Bargfrede,3,2,Matchweek 28,28,-21.0,-13.0,-4.0,-3.0,23.0,35.0,5.0,5.0
252,252,Eint Frankfurt,Kevin Trapp,Bastian Oczipka,Haris Seferović,Nelson Valdez,Stefan Aigner,Alexander Madlung,Makoto Hasebe,Anderson Bamba,Slobodan Medojević,Aleksandar Ignjovski,Sonny Kittel,Gladbach,Yann Sommer,Roel Brouwers,Patrick Herrmann,Max Kruse,Raffael,Álvaro Domínguez,Oscar Wendt,Fabian Johnson,Christoph Kramer,Tony Jantschke,Granit Xhaka,0,0,Matchweek 29,29,-6.0,22.0,-1.0,9.0,35.0,53.0,4.0,13.0
253,253,Leverkusen,Bernd Leno,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Kyriakos Papadopoulos,Wendell,Julian Brandt,Ömer Toprak,Gonzalo Castro,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Hiroki Sakai,Ceyhun Gülselam,Lars Stindl,Joselu,Christian Schulz,Felipe,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,4,0,Matchweek 29,29,21.0,-13.0,10.0,-3.0,51.0,29.0,15.0,2.0
254,254,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Marvin Plattenhardt,Genki Haraguchi,John Brooks,Nico Schulz,Fabian Lustenberger,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Anthony Ujah,Yuya Osako,Jonas Hector,Sławomir Peszko,Kazuki Nagasawa,Kevin Wimmer,Matthias Lehmann,0,0,Matchweek 29,29,-11.0,-6.0,3.0,0.0,33.0,33.0,9.0,8.0
255,255,Dortmund,Roman Weidenfeller,İlkay Gündoğan,Henrikh Mkhitaryan,Mats Hummels,Jakub Błaszczykowski,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Matthias Ginter,Marcel Schmelzer,Erik Durm,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Rafa,Marvin Bakalorz,Mario Vrančić,Elias Kachunga,Michael Heinloth,Florian Hartherz,Idir Ouali,Srđan Lakić,Süleyman Koç,3,0,Matchweek 29,29,-2.0,-28.0,-2.0,-5.0,33.0,27.0,5.0,4.0
256,256,Hoffenheim,Oliver Baumann,Andreas Beck,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Jeremy Toljan,Pirmin Schwegler,Anthony Modeste,Kevin Volland,Bayern Munich,Manuel Neuer,Dante,Robert Lewandowski,Rafinha,Gianluca Gaudino,Juan Bernat,Mario Götze,Sebastian Rode,Thomas Müller,Holger Badstuber,Mitchell Weiser,0,2,Matchweek 29,29,-2.0,61.0,-1.0,6.0,37.0,70.0,4.0,12.0
257,257,Freiburg,Roman Bürki,Pavel Krmaš,Mike Frantz,Admir Mehmedi,Stefan Mitrović,Jonathan Schmid,Sascha Riether,Julian Schuster,Oliver Sorg,Christian Günter,Karim Guédé,Mainz 05,Loris Karius,Nikolče Noveski,Johannes Geis,Yunus Mallı,Koo Ja-cheol,Julian Baumgartlinger,Jairo Samperio,Daniel Brosinski,Júnior Díaz,Shinji Okazaki,Park Joo-ho,2,3,Matchweek 29,29,-9.0,-2.0,0.0,1.0,29.0,31.0,7.0,6.0
258,258,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Markus Feulner,Daniel Baier,Alexander Esswein,Baba Rahman,Tobias Werner,Pierre Højbjerg,Hong Jeong-ho,Raúl Bobadilla,Stuttgart,Sven Ulreich,Daniel Schwaab,Georg Niedermeier,Florian Klein,Filip Kostić,Christian Gentner,Adam Hloušek,Antonio Rüdiger,Serey Die,Daniel Ginczek,Alexandru Maxim,2,1,Matchweek 29,29,-2.0,-20.0,-5.0,-3.0,39.0,26.0,4.0,7.0
259,259,Werder Bremen,Koen Casteels,Álex Gálvez,Jannik Vestergaard,Clemens Fritz,Franco Di Santo,Sebastian Prödl,Zlatko Junuzović,Özkan Yıldırım,Theodor Gebre Selassie,Davie Selke,Philipp Bargfrede,Hamburger SV,René Adler,Cléber,Heiko Westermann,Ivica Olić,Lewis Holtby,Pierre-Michel Lasogga,Zoltán Stieber,Valon Behrami,Matthias Ostrzolek,Rafael van der Vaart,Slobodan Rajković,1,0,Matchweek 29,29,-14.0,-27.0,-5.0,-10.0,35.0,25.0,5.0,1.0
260,260,Wolfsburg,Diego Benaglio,Timm Klose,Vieirinha,Ivan Perišić,Kevin De Bruyne,Christian Träsch,André Schürrle,Luiz Gustavo,Naldo,Maximilian Arnold,Ricardo Rodríguez,Schalke 04,Ralf Fährmann,Marvin Friedrich,Benedikt Höwedes,Sead Kolašinac,Max Meyer,Dennis Aogo,Jefferson Farfán,Leroy Sané,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,1,1,Matchweek 29,29,32.0,6.0,7.0,-1.0,60.0,41.0,10.0,6.0
261,261,Mainz 05,Loris Karius,Johannes Geis,Yunus Mallı,Koo Ja-cheol,Julian Baumgartlinger,Stefan Bell,Jairo Samperio,Daniel Brosinski,Shinji Okazaki,Park Joo-ho,Niko Bungert,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Sead Kolašinac,Marco Höger,Eric Maxim Choupo-Moting,Jefferson Farfán,Leroy Sané,Klaas-Jan Huntelaar,Matija Nastasić,Joël Matip,Roman Neustädter,2,0,Matchweek 30,30,-1.0,6.0,0.0,-1.0,34.0,42.0,8.0,4.0
262,262,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Yuya Osako,Jonas Hector,Kevin Wimmer,Yannick Gerhardt,Matthias Lehmann,Leverkusen,Bernd Leno,Simon Rolfes,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Kyriakos Papadopoulos,Wendell,Ömer Toprak,Karim Bellarabi,1,1,Matchweek 30,30,-6.0,25.0,0.0,10.0,34.0,54.0,6.0,15.0
263,263,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Salif Sané,Edgar Prib,Manuel Schmiedebach,Lars Stindl,Joselu,Christian Schulz,Marcelo,Didier Ya Konan,Hoffenheim,Oliver Baumann,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Jeremy Toljan,Pirmin Schwegler,David Abraham,Anthony Modeste,Ádám Szalai,1,2,Matchweek 30,30,-17.0,-4.0,-5.0,-6.0,29.0,37.0,2.0,4.0
264,264,Hamburger SV,René Adler,Heiko Westermann,Johan Djourou,Ivica Olić,Pierre-Michel Lasogga,Ivo Iličević,Zoltán Stieber,Matthias Ostrzolek,Rafael van der Vaart,Slobodan Rajković,Gojko Kačar,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Markus Feulner,Daniel Baier,Alexander Esswein,Baba Rahman,Tobias Werner,Hong Jeong-ho,Raúl Bobadilla,3,2,Matchweek 30,30,-28.0,-1.0,-8.0,-2.0,25.0,42.0,0.0,4.0
265,265,Dortmund,Mitchell Langerak,Sven Bender,Henrikh Mkhitaryan,Mats Hummels,Jakub Błaszczykowski,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Matthias Ginter,Marcel Schmelzer,Erik Durm,Eint Frankfurt,Kevin Trapp,Carlos Zambrano,Haris Seferović,Nelson Valdez,Alexander Madlung,Lucas Piazon,Makoto Hasebe,Timothy Chandler,Slobodan Medojević,Aleksandar Ignjovski,Sonny Kittel,2,0,Matchweek 30,30,1.0,-6.0,1.0,-5.0,36.0,36.0,7.0,5.0
266,266,Stuttgart,Sven Ulreich,Timo Baumgartl,Georg Niedermeier,Martin Harnik,Oriol Romeu,Florian Klein,Filip Kostić,Christian Gentner,Adam Hloušek,Daniel Ginczek,Alexandru Maxim,Freiburg,Roman Bürki,Marc Torrejón,Admir Mehmedi,Stefan Mitrović,Jonathan Schmid,Nils Petersen,Sascha Riether,Julian Schuster,Oliver Sorg,Christian Günter,Felix Klaus,2,2,Matchweek 30,30,-21.0,-10.0,0.0,2.0,26.0,29.0,6.0,7.0
267,267,Bayern Munich,Manuel Neuer,Dante,Robert Lewandowski,Gianluca Gaudino,Jérôme Boateng,Mario Götze,Sebastian Rode,Philipp Lahm,Thomas Müller,Mitchell Weiser,Bastian Schweinsteiger,Hertha BSC,Sascha Burchert,Peter Pekarík,Per Ciljan Skjelbred,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Marvin Plattenhardt,Genki Haraguchi,John Brooks,Nico Schulz,Fabian Lustenberger,1,0,Matchweek 30,30,63.0,-11.0,4.0,3.0,73.0,34.0,12.0,9.0
268,268,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Rafa,Marvin Bakalorz,Mario Vrančić,Moritz Stoppelkamp,Elias Kachunga,Daniel Brückner,Michael Heinloth,Srđan Lakić,Süleyman Koç,Werder Bremen,Koen Casteels,Álex Gálvez,Assani Lukimya-Mulongoti,Clemens Fritz,Franco Di Santo,Levin Öztunalı,Sebastian Prödl,Zlatko Junuzović,Theodor Gebre Selassie,Davie Selke,Philipp Bargfrede,2,2,Matchweek 30,30,-31.0,-13.0,-4.0,0.0,27.0,38.0,4.0,5.0
269,269,Gladbach,Yann Sommer,Roel Brouwers,Patrick Herrmann,Max Kruse,Raffael,Álvaro Domínguez,Oscar Wendt,Fabian Johnson,Christoph Kramer,Julian Korb,Granit Xhaka,Wolfsburg,Diego Benaglio,Nicklas Bendtner,Timm Klose,Daniel Caligiuri,Ivan Perišić,Kevin De Bruyne,Christian Träsch,Luiz Gustavo,Naldo,Maximilian Arnold,Ricardo Rodríguez,1,0,Matchweek 30,30,22.0,32.0,7.0,4.0,54.0,61.0,13.0,11.0
270,270,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Markus Feulner,Daniel Baier,Alexander Esswein,Baba Rahman,Tobias Werner,Hong Jeong-ho,Raúl Bobadilla,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Yuya Osako,Jonas Hector,Kevin Wimmer,Yannick Gerhardt,Matthias Lehmann,0,0,Matchweek 31,31,-2.0,-6.0,-1.0,0.0,42.0,35.0,4.0,6.0
271,271,Wolfsburg,Diego Benaglio,Timm Klose,Vieirinha,Ivan Perišić,Bas Dost,Kevin De Bruyne,André Schürrle,Luiz Gustavo,Naldo,Maximilian Arnold,Ricardo Rodríguez,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Salif Sané,Edgar Prib,Manuel Schmiedebach,Joselu,Christian Schulz,Marcelo,Hiroshi Kiyotake,2,2,Matchweek 31,31,31.0,-18.0,3.0,-5.0,61.0,29.0,8.0,2.0
272,272,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Mike Frantz,Admir Mehmedi,Jonathan Schmid,Nils Petersen,Sascha Riether,Julian Schuster,Oliver Sorg,Nicolas Höfler,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Rafa,Patrick Ziegler,Marvin Bakalorz,Moritz Stoppelkamp,Elias Kachunga,Marc Vucinovic,Daniel Brückner,Srđan Lakić,Süleyman Koç,1,2,Matchweek 31,31,-10.0,-31.0,0.0,-4.0,30.0,28.0,8.0,5.0
273,273,Werder Bremen,Koen Casteels,Assani Lukimya-Mulongoti,Clemens Fritz,Franco Di Santo,Izet Hajrović,Sebastian Prödl,Zlatko Junuzović,Theodor Gebre Selassie,Davie Selke,Janek Sternberg,Philipp Bargfrede,Eint Frankfurt,Kevin Trapp,Marco Russ,Bastian Oczipka,Haris Seferović,Nelson Valdez,Makoto Hasebe,Marc Stendera,Anderson Bamba,Slobodan Medojević,Aleksandar Ignjovski,Sonny Kittel,1,0,Matchweek 31,31,-13.0,-8.0,0.0,-5.0,39.0,36.0,6.0,2.0
274,274,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Leon Goretzka,Eric Maxim Choupo-Moting,Dennis Aogo,Jefferson Farfán,Leroy Sané,Klaas-Jan Huntelaar,Matija Nastasić,Joël Matip,Roman Neustädter,Stuttgart,Sven Ulreich,Daniel Schwaab,Timo Baumgartl,Georg Niedermeier,Martin Harnik,Florian Klein,Filip Kostić,Christian Gentner,Serey Die,Daniel Ginczek,Alexandru Maxim,3,2,Matchweek 31,31,4.0,-21.0,-2.0,-2.0,42.0,27.0,3.0,7.0
275,275,Hoffenheim,Oliver Baumann,Andreas Beck,Ermin Bičakčić,Eugen Polanski,Roberto Firmino,Jeremy Toljan,Pirmin Schwegler,David Abraham,Anthony Modeste,Ádám Szalai,Kevin Volland,Dortmund,Mitchell Langerak,Neven Subotić,Sebastian Kehl,İlkay Gündoğan,Henrikh Mkhitaryan,Mats Hummels,Jakub Błaszczykowski,Pierre-Emerick Aubameyang,Shinji Kagawa,Marcel Schmelzer,Erik Durm,1,1,Matchweek 31,31,-3.0,3.0,-5.0,2.0,40.0,39.0,4.0,9.0
276,276,Leverkusen,Bernd Leno,Stefan Reinartz,Simon Rolfes,Son Heung-min,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Tin Jedvaj,Wendell,Ömer Toprak,Karim Bellarabi,Bayern Munich,Manuel Neuer,Dante,Javi Martínez,Rafinha,Claudio Pizarro,Gianluca Gaudino,Mario Götze,Philipp Lahm,Mitchell Weiser,Bastian Schweinsteiger,Rico Strieder,2,0,Matchweek 31,31,25.0,64.0,9.0,7.0,55.0,76.0,13.0,12.0
277,277,Mainz 05,Loris Karius,Johannes Geis,Pierre Bengtsson,Koo Ja-cheol,Julian Baumgartlinger,Stefan Bell,Jairo Samperio,Daniel Brosinski,Elkin Soto,Shinji Okazaki,Niko Bungert,Hamburger SV,René Adler,Heiko Westermann,Johan Djourou,Ivica Olić,Pierre-Michel Lasogga,Ivo Iličević,Matthias Ostrzolek,Rafael van der Vaart,Nicolai Müller,Slobodan Rajković,Gojko Kačar,1,2,Matchweek 31,31,1.0,-27.0,2.0,-6.0,37.0,28.0,8.0,3.0
278,278,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,Salomon Kalou,Marcel Ndjeng,Valentin Stocker,Sebastian Langkamp,Marvin Plattenhardt,Genki Haraguchi,John Brooks,Fabian Lustenberger,Gladbach,Yann Sommer,Roel Brouwers,Patrick Herrmann,Max Kruse,Raffael,Oscar Wendt,Fabian Johnson,Christoph Kramer,Tony Jantschke,Julian Korb,Granit Xhaka,1,2,Matchweek 31,31,-12.0,23.0,1.0,6.0,34.0,57.0,8.0,13.0
279,279,Hamburger SV,René Adler,Heiko Westermann,Johan Djourou,Ivica Olić,Lewis Holtby,Pierre-Michel Lasogga,Zoltán Stieber,Matthias Ostrzolek,Rafael van der Vaart,Slobodan Rajković,Gojko Kačar,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Admir Mehmedi,Stefan Mitrović,Jonathan Schmid,Mensur Mujdža,Nicolas Höfler,Christian Günter,Karim Guédé,Felix Klaus,1,1,Matchweek 32,32,-26.0,-11.0,-1.0,-2.0,31.0,30.0,6.0,5.0
280,280,Dortmund,Mitchell Langerak,Neven Subotić,Sebastian Kehl,İlkay Gündoğan,Henrikh Mkhitaryan,Mats Hummels,Pierre-Emerick Aubameyang,Shinji Kagawa,Kevin Kampl,Marcel Schmelzer,Erik Durm,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Marvin Plattenhardt,Genki Haraguchi,John Brooks,Nico Schulz,Fabian Lustenberger,2,0,Matchweek 32,32,3.0,-13.0,3.0,-2.0,40.0,34.0,7.0,5.0
281,281,Bayern Munich,Pepe Reina,Dante,Thiago Alcántara,Robert Lewandowski,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,Mitchell Weiser,Bastian Schweinsteiger,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Markus Feulner,Daniel Baier,Alexander Esswein,Baba Rahman,Hong Jeong-ho,Dominik Kohr,Raúl Bobadilla,0,1,Matchweek 32,32,62.0,-2.0,4.0,-1.0,76.0,43.0,12.0,5.0
282,282,Gladbach,Yann Sommer,Roel Brouwers,Patrick Herrmann,Max Kruse,Raffael,Oscar Wendt,Fabian Johnson,Christoph Kramer,Tony Jantschke,Julian Korb,Granit Xhaka,Leverkusen,Bernd Leno,Simon Rolfes,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Tin Jedvaj,Wendell,Julian Brandt,Ömer Toprak,3,0,Matchweek 32,32,24.0,27.0,4.0,7.0,60.0,58.0,13.0,13.0
283,283,Hannover 96,Ron-Robert Zieler,Miiko Albornoz,Hiroki Sakai,Salif Sané,Edgar Prib,Manuel Schmiedebach,Lars Stindl,Christian Schulz,Jimmy Briand,Marcelo,Hiroshi Kiyotake,Werder Bremen,Koen Casteels,Assani Lukimya-Mulongoti,Jannik Vestergaard,Clemens Fritz,Franco Di Santo,Izet Hajrović,Zlatko Junuzović,Theodor Gebre Selassie,Davie Selke,Janek Sternberg,Philipp Bargfrede,1,1,Matchweek 32,32,-18.0,-12.0,-5.0,1.0,30.0,42.0,3.0,8.0
284,284,Eint Frankfurt,Kevin Trapp,Marco Russ,Carlos Zambrano,Bastian Oczipka,Haris Seferović,Stefan Aigner,Makoto Hasebe,Marc Stendera,Timothy Chandler,Slobodan Medojević,Aleksandar Ignjovski,Hoffenheim,Oliver Baumann,Andreas Beck,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Pirmin Schwegler,David Abraham,Anthony Modeste,Ádám Szalai,Kevin Volland,3,1,Matchweek 32,32,-9.0,-3.0,-6.0,-2.0,36.0,41.0,2.0,4.0
285,285,Stuttgart,Sven Ulreich,Daniel Schwaab,Timo Baumgartl,Martin Harnik,Daniel Didavi,Florian Klein,Filip Kostić,Christian Gentner,Antonio Rüdiger,Serey Die,Daniel Ginczek,Mainz 05,Loris Karius,Nikolče Noveski,Johannes Geis,Pierre Bengtsson,Christoph Moritz,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Jairo Samperio,Shinji Okazaki,Niko Bungert,2,0,Matchweek 32,32,-22.0,0.0,-1.0,1.0,27.0,37.0,4.0,7.0
286,286,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Rafa,Lukas Rupp,Marvin Bakalorz,Mario Vrančić,Moritz Stoppelkamp,Elias Kachunga,Marc Vucinovic,Daniel Brückner,Michael Heinloth,Wolfsburg,Diego Benaglio,Timm Klose,Daniel Caligiuri,Ivan Perišić,Bas Dost,Kevin De Bruyne,Christian Träsch,Luiz Gustavo,Josuha Guilavogui,Naldo,Ricardo Rodríguez,1,3,Matchweek 32,32,-30.0,31.0,-1.0,1.0,31.0,62.0,7.0,8.0
287,287,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Yuya Osako,Jonas Hector,Kazuki Nagasawa,Kevin Wimmer,Matthias Lehmann,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Leon Goretzka,Kevin-Prince Boateng,Julian Draxler,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Leroy Sané,Matija Nastasić,Roman Neustädter,2,0,Matchweek 32,32,-6.0,5.0,1.0,-1.0,36.0,45.0,6.0,6.0
288,288,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Markus Feulner,Daniel Baier,Baba Rahman,Tobias Werner,Hong Jeong-ho,Dominik Kohr,Raúl Bobadilla,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Salif Sané,Edgar Prib,Lars Stindl,Christian Schulz,Jimmy Briand,Marcelo,Hiroshi Kiyotake,1,2,Matchweek 33,33,-1.0,-18.0,1.0,-5.0,46.0,31.0,7.0,3.0
289,289,Schalke 04,Ralf Fährmann,Jan Kirchhoff,Benedikt Höwedes,Sead Kolašinac,Max Meyer,Eric Maxim Choupo-Moting,Dennis Aogo,Jefferson Farfán,Klaas-Jan Huntelaar,Matija Nastasić,Joël Matip,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Lukas Rupp,Marvin Bakalorz,Mario Vrančić,Moritz Stoppelkamp,Christian Strohdiek,Daniel Brückner,Michael Heinloth,Srđan Lakić,Süleyman Koç,1,0,Matchweek 33,33,3.0,-32.0,-3.0,-4.0,45.0,31.0,5.0,7.0
290,290,Werder Bremen,Koen Casteels,Jannik Vestergaard,Franco Di Santo,Levin Öztunalı,Sebastian Prödl,Zlatko Junuzović,Fin Bartels,Theodor Gebre Selassie,Davie Selke,Janek Sternberg,Philipp Bargfrede,Gladbach,Yann Sommer,Roel Brouwers,Patrick Herrmann,Max Kruse,Raffael,Álvaro Domínguez,Oscar Wendt,Fabian Johnson,Christoph Kramer,Tony Jantschke,Granit Xhaka,0,2,Matchweek 33,33,-12.0,27.0,2.0,5.0,43.0,63.0,8.0,13.0
291,291,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Admir Mehmedi,Stefan Mitrović,Jonathan Schmid,Mensur Mujdža,Nicolas Höfler,Christian Günter,Karim Guédé,Felix Klaus,Bayern Munich,Manuel Neuer,Medhi Benatia,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Sebastian Rode,Mitchell Weiser,Bastian Schweinsteiger,2,1,Matchweek 33,33,-11.0,61.0,-2.0,0.0,31.0,76.0,3.0,9.0
292,292,Mainz 05,Loris Karius,Nikolče Noveski,Johannes Geis,Pierre Bengtsson,Yunus Mallı,Koo Ja-cheol,Julian Baumgartlinger,Shinji Okazaki,Park Joo-ho,Niko Bungert,Pablo de Blasis,Köln,Thomas Kessler,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Adam Matuszczyk,Yuya Osako,Jonas Hector,Mërgim Mavraj,Kazuki Nagasawa,Bård Finne,2,0,Matchweek 33,33,-2.0,-4.0,0.0,2.0,37.0,39.0,6.0,9.0
293,293,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Marvin Plattenhardt,Genki Haraguchi,John Brooks,Nico Schulz,Fabian Lustenberger,Eint Frankfurt,Kevin Trapp,Carlos Zambrano,Bastian Oczipka,Haris Seferović,Constant Djakpa,Stefan Aigner,Alexander Madlung,Makoto Hasebe,Marc Stendera,Timothy Chandler,Aleksandar Ignjovski,0,0,Matchweek 33,33,-15.0,-7.0,-4.0,-1.0,34.0,39.0,2.0,4.0
294,294,Wolfsburg,Diego Benaglio,Timm Klose,Daniel Caligiuri,Ivan Perišić,Bas Dost,Kevin De Bruyne,Josuha Guilavogui,Sebastian Jung,Naldo,Maximilian Arnold,Ricardo Rodríguez,Dortmund,Mitchell Langerak,Neven Subotić,Sebastian Kehl,İlkay Gündoğan,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Shinji Kagawa,Kevin Kampl,Sokratis Papastathopoulos,Marcel Schmelzer,Erik Durm,2,1,Matchweek 33,33,33.0,5.0,1.0,7.0,65.0,43.0,8.0,10.0
295,295,Stuttgart,Sven Ulreich,Daniel Schwaab,Timo Baumgartl,Martin Harnik,Daniel Didavi,Florian Klein,Filip Kostić,Christian Gentner,Antonio Rüdiger,Serey Die,Daniel Ginczek,Hamburger SV,René Adler,Heiko Westermann,Johan Djourou,Marcell Jansen,Ivica Olić,Pierre-Michel Lasogga,Ivo Iličević,Matthias Ostrzolek,Rafael van der Vaart,Slobodan Rajković,Gojko Kačar,2,1,Matchweek 33,33,-20.0,-26.0,0.0,1.0,30.0,32.0,7.0,7.0
296,296,Leverkusen,Bernd Leno,Stefan Reinartz,Simon Rolfes,Son Heung-min,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Tin Jedvaj,Wendell,Ömer Toprak,Karim Bellarabi,Hoffenheim,Oliver Baumann,Andreas Beck,Sebastian Rudy,Eugen Polanski,Tobias Strobl,Tarik Elyounoussi,Pirmin Schwegler,David Abraham,Kim Jin-su,Anthony Modeste,Kevin Volland,2,0,Matchweek 33,33,24.0,-5.0,3.0,-3.0,58.0,41.0,10.0,4.0
297,297,Bayern Munich,Manuel Neuer,Dante,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,Bastian Schweinsteiger,Mainz 05,Loris Karius,Nikolče Noveski,Johannes Geis,Pierre Bengtsson,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Jairo Samperio,Daniel Brosinski,Niko Bungert,Pablo de Blasis,2,0,Matchweek 34,34,60.0,0.0,-3.0,1.0,76.0,40.0,6.0,9.0
298,298,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Salif Sané,Edgar Prib,Manuel Schmiedebach,Lars Stindl,Christian Schulz,Jimmy Briand,Marcelo,Hiroshi Kiyotake,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Admir Mehmedi,Stefan Mitrović,Jonathan Schmid,Mensur Mujdža,Nicolas Höfler,Christian Günter,Karim Guédé,Felix Klaus,2,1,Matchweek 34,34,-17.0,-10.0,0.0,0.0,34.0,34.0,5.0,5.0
